Stories,Category
"
                    I recently had two scares within a week where I nearly lost my 7 week
old baby. I struggled with fertility for years, multiple losses & then I
finally fell pregnant. Pregnancy was traumatic in itself as I was high
risk the entire time always terrified I’d lose her. I was diagnosed with
antenatal anxiety. The moment I knew she was coming I was filled with
anxiety that I may reject her because of how anxious I had been but I
couldn’t have been more wrong. I fell inlove with her from the moment I
saw her. I was so happy & full of life just because of one little lady
who can’t even speak to me. Until a week ago, I was changing her & she
vomited, choked & turned blue. She was unresponsive but only for 30
seconds. When she came too I was obviously terrified but was relieved. I
saw the hospital who advised everything was semi okay & she had just had
a reaction to her vaccinations that caused her throat to close. This
brought on a lot of anxiety & instilled fear into me but after 2-3 days
I started to feel more confident again. Until, yesterday. I was holding
her, she was just drifting off to sleep when not even 30 seconds later I
realised she wasn’t breathing. She was limp & blue. I immediately
dialled 000 & the ambulance came. After 6 minutes fully unconscious she
came too, but was in & out of consciousness. This was absolutely
terrifying for me, I was breaking down when the ambulance arrived & took
her. I couldn’t stand to think of my life without her, she almost died
in my arms. What if I was sleeping & I never noticed? I since then have
been in the hospital with her where she has been okay & is just being
monitored. No one knows whats wrong. I am terrified. I keep having
flashbacks, nightmares & getting chills. I can’t hold her because I see
her body pale. I have PTSD which I am no stranger too but never like
this. None of the trauma I have been through is like this. This feeling
is indescribable. I am not sure where to start. I don’t have the answers
to heal yet but I can’t physically or mentally live how I am after this.
I can’t sleep, eat & I can’t stop crying. My brain has gone over the
worst multiple times, preparing myself for what may be. What would you
call this? How do I deal with this? I am so scared. Will I get over
this?
                ",PTSD and TRAUMA
"
                    6 years ago today an event occurred that changed my life forever. I went
to work, and 18hours later when I finally walked out of that place I was
never the same again. Looking about at the person I was before it, and
who I am today....I can only describe it as losing my soul, the guy I
used to be ceased to exist. I've lost so much, my home, my life, my
drive and any sense of happiness or enjoyment in the short journey of
life. I'm resigned to the fact that I'm never coming back, no treatment,
medication or self will can ever remove this pain I live with daily.
Everyone I know tells me that they believe in me, they believe I'm still
inside and they believe that I can overcome this. But they're wrong, the
person I used to be could of overcome those things, im not that person
anymore. No one seems to understand, it's like my mind and soul left my
body that day...but my body kept living. There's no better life in the
future, just more days of pain and suffering. I didn't ask for this to
happen to me, im not a religious person but I find myself asking god did
I do something in another life to deserve this punishment. For someone
whose job was to lock evil up to protect the innocent, I am now a
prisoner inside my own mind. Yet, there is no key for this door and no
one can hear me screaming to be let out. I look forward to the day I see
that light shine through the darkness and im finally at peace I'm not at
risk, it's just a very hard day for me.
                ",PTSD and TRAUMA
"
                    Hi Everyone I haven't been on for a while but I felt an urge to come and
and make a post. So here goes. I have had personal experience with
Anxiety and PTSD and Depression. So I wanted to get my expression of my
thoughts out there in the hope it can change other people's lives for
the better. I felt very lost for a really long time I also felt that I
couldn't really turn to anyone because I felt they truly wouldn't
understand me. I relied on the professionals and my incredibly faith
that I have. When you are going through such intense pain suffering and
struggles you do not know how you can overcome it. But just know when
you feel like you have it rock bottom and feel like you can't get any
lower than the only way is up from there. I know this because I've been
there. In those moments when you feel so incredibly alone that all you
have left is your faith which I've always had faith I just got lost
along the way for quite a while. But when I was in solitude I prayed
with everything in me that my life was going to get better and that's
what I literally hung on to was Faith and Hope and I do believe in
miracles because im a living testament to this. It's my hope through my
personal journey thus far that it will give other people the hope and
courage to hang on and know it can and does get better. It hasn't come
easy for me at all and I've worked bloody hard to turn my life around.
And I know if gusts will and determination and the will to fight
anything is literally possible. All the very best please takecare of
yourselves and know you are incredibly deserving and worthy of all the
love and happiness in this world. Thankyou Hope
                ",PTSD and TRAUMA
"
                    Hi All, I am a 50yo man. Recently I have started with a new
Psychologist, and she started asking me questions about my childhood. It
would seem that I might be repressing events that might have happened to
me at a very young age that are in my unconscious mind. There is known
childhood sexual abuse by a grandparent in the family so this could be
what’s in there.The moment she started exploring the topic I had an
emotional (tears) and physical reaction (couldn’t sit still/squirming in
the chair).I am not sure if I want to open up, as this could be very
painful to explore. At the moment I don’t know if I was abused, or I saw
something or I just think it happened to me.I appreciate everyone is
different, but I would like to know what others think, is opening up
beneficial?I am also not sure if I should be discussing things with my
wife and kids as I go through this, after all, I don’t really know what
happened so there is nothing to discuss really, I do have symptoms, such
as mood swings, some alcohol use, a lot of anxiety so I think I should
be saying something?
                ",PTSD and TRAUMA
"
                    Hi Everyone im going to post on here something that is incredibly
difficult for me to do. But I feel it's the only way I can get out whats
inside of me. So here goes I was abused as a child and being abused as a
child is on a whole different level to being hurt in anyway as an adult.
I was abused not once but twice. First by the one person in my life that
I believed was supposed to be there to keep me safe and protect me. Then
again from an outsider. So yes you could say my whole world had
literally had falling apart. And that is such and overwhelming and
intense place to come back from. But what scared me even more was
allowing these people to win over me. So I literally fought for my life
tooth and nail to crawl my way back from the depths of hell and such
despair in my life. Please if anyone can take anything away from my
personal experiences in my life. Then I feel I am doing the right thing
here. I truly hope this is not to confronting for everyone but I feel I
needed to share this. Please takecare because mental health is so
important and it should take precedence in your life. Please takcare
everyone. Hope
                ",PTSD and TRAUMA
"
                    Hi, I didn't really know where to turn to or reach out for support, but
I'm hoping I can get some advice from here. My partner and I have been
together for nearly 6 years and got married 3 weeks ago. For about 2-3
years I've known that my partner is actually addicted to porn, and it
wasn't until the end of last year that he came to the realisation too.
He has finally started getting professional help and had even made it 3
months with watching or viewing anything. I was so incredibly proud of
him, and I could tell that our relationship was growing healthy and
stronger because of it. However, a few days ago I realised be started
acting really distant. He has had allot of stress recently due to work,
study and outside family pressure. I tried to push past it, but looking
back, I probably could have done more to have seen what was really
happening and I could have helped. Last night we started to become
intimate, and for the first time in our whole relationship, my partner
was struggling to perform. We obviously stopped cause it was clear
something was wrong. I still found this a little strange. I had to pry
over and over before he finally told me the truth. 4 days earlier he had
watched porn, and now he had been watching for the past 4 days. Pretty
heavily too. I was so upset and angry. I felt disgusted and wanted to
yell. However, I didn't. I've done some research over the past few
months and understand that's its in times like this that he needs my
support to get through. So I pushed all my feeling aside, and we stayed
up all night talking about what happened, why he relapsed and what we
can now do to help him. By the way he was acting this morning, I can
tell he is trying his best to be positive. However, I'm really
struggling. I don't want to turn to him for support cause I don't want
to burden him when he is already going through so much. To make matters
worse, I have a history of self-harm and suicide, and this whole
situation has triggered those feeling of not being enough and feeling
like I'm not worthy. I don't know how I'm suppose to be reacting to his
relapse and I don't know what to do with my emotions. I want to help him
through this journey, and I feel like I've got no one to support me. But
I don't know if that sounds selfish of not. I guess I'm just looking for
advice on how I should look after myself during this time and what I can
do to cope? Any advice would be helpful, or even if people have gone
through something similar that would help. I think it is punching a
little harder too cause it's his first relapse. Thanks.
                ",PTSD and TRAUMA
"
                    Hello,I’m Clancy, I have been trapped in a relationship that is becoming
increasingly toxic by the day.I have been in this relationship for 32
years. I have attempted to break free on three occasions previously,
once prior to being married, where he threatened me with physical
violence.In hindsight this should have raised a large red flag, however,
when he broke down in tears I felt doomed.My husband will not allow me
to severe the ties. His controlling nature has intensified,and he is
constantly demeaning. He is careful only to do it behind closed doors.I
am currently recovering from a health issue, largely caused by my
environment. I have a checklist of tasks, and just have to work through
those.Any advice from someone who has been through a similar situation
would be particularly helpful. As well as general advice from
supporters. So grateful to have signed up to this forum.
                ",PTSD and TRAUMA
"
                    Hi, Well obviously this my situation. I was hoping to find others here
that might have a similar background to chat with, it can be so hard to
talk about this stuff with non-med people (and I mean no disrespect,
it's just often graffic or upsetting to others). Im a 40 year old female
that has spent the last 10years in the State Trauma Hospital as an
Anaesthetic Technician. My PTSD was brought about after years of
exposure to shocking traumas, deaths, and no support from management. I
would love to hear from anyone that has a similar story, or just wants
to chat. Cheers
                ",PTSD and TRAUMA
"
                    Hi all. Was watching channel 9 “my wife my abuser” and it struck a nerve
and I found myself feeling sad for the abuse I took physical , mental
and emotional. 16 years in a relationship marriage being berated for the
smallest things ie hanging a tea towel slightly uneven. I can’t perform
a diagnosis of my ex wife but it looks like the text book narcissistic
behaviour. I found myself fully functional at a in charge level of one
of Australias largest companies to coming home and being a mouse of a
man . We have been separated for 9 years now and there was the classic
text harassment and denying visitation of a child. What I’m looking for
is does anyone know of a narcissistic survivor group or similar in the
south east of Melbourne. I’ve tried one on one counseling and didn’t
find it helpful apart from the sharing my story. Seeking a survivor
group. thanks
                ",PTSD and TRAUMA
"
                    As a child I had nightmares from a very early age. I would often have
the same nightmare over and over. I won’t go into details but they
involved severe threat of inescapable annihilation and obliteration. I
can still get these same dreams now that are versions of these childhood
dreams. They have come and gone over different periods of my life. Over
the past 5 months I’ve been in a nightmare phase again. I’ve been woken
by two last night which is pretty normal at present. Other times I go
through phases where I haven’t had nightmares and thought to myself, I
don’t really get nightmares, like I forget the fact that I have had
bouts of them. I think this is a kind of dissociation where I blank out
the experiences. Then I am plunged back into them again. I am wondering
if others have found or learned strategies for managing nightmares with
PTSD or CPTSD? I just read about an interesting therapeutic approach
this morning. It’s called Image Rehearsal Therapy. What you do is write
out the dream but with a different non-scary story where there is a
safe, positive resolution. I am going to try this. It sounds similar to
the Somatic Experiencing work I have done where you go through a
re-enactment of a past trauma where you get to act out the actions of
self-protection and escape you never got to do at the time of an
incident. At the moment I have a lot of terror all day everyday and then
it manifests even when I’m asleep. In the last 5 months I sleep between
about 3-6 hours most nights. I often then sleep in the afternoon and
have strange, disturbing dreams then too. I guess I’m wondering if
anyone has overcome their nightmares and if so what seemed to help?
                ",PTSD and TRAUMA
"
                    Recently, I got into an awkward situation with my tutor, who I have
become friends with over the sessions. We still got work done and had
friendly conversations about things that were about our personal lives.
Overtime I also started developing feelings for him but never said
anything. Then last month he was telling me that he was in his
girlfriend's house and that they started dating 5 weeks ago and how they
met through mutual friends. I was sad but happy for him too. I noticed
over the online tutoring session, he started whispering at random times.
I asked him whether or not he was ok but he just said ""I'm just talking
to myself and I guess to you."" He noticed I was upset and asked me if I
was ok twice. I then said I'm ok and that sometimes I worry about making
him feel awkward about saying things that might be too personal. He then
said ""I know that I'm your tutor, my time is paid and I'm a bit older
than you, but if you need me, I can be your friend"". Then I said that I
was going to be sad about him leaving to the UK. Then he said ""Don't
worry, I'll be back next year"". I was then given hope that he'd like to
be friends with me after tutoring and my final year of high school,
which is what I'd like since we have spoken about our personal lives and
got closer. Then, I mentioned the whispering in our next session and he
gave me a different answer saying ""I was just upset, that you were
upset"". Then the next session, I opened about my concerns of his
relationship since I have never heard him whispering over a zoom and he
gave me different answers to it and his relationship seemed to have
progressed really fast. He then got defensive and started telling me
that we shouldn't talk about our personal relationships and getting into
our personal lives will complicate things because he is my tutor. He
then said ""I know I said 'Don't worry, I'll see you again next year' but
I said it because I say it out of habit to my friends who say the same
thing but I never see my students again after the HSC"". I was just
sitting there feeling really awkward when he said that because we have
spoken about personal topics and he knew that I broke up with an ex
boyfriend because he was toxic (He never said anything about discussing
personal topics for the past 9 months of our tutoring sessions until
now). Plus, you don't just say ""Don't worry, I'll see you again next
year when you dont feel close to someone or see them as only a student"".
I felt like I was given false hope and thought I was a friend to him. I
also started suspecting that something is fishy, maybe the relationship.
My friends also agree something is weird. At this point I am questioning
whether or not to say anything about feeling awkward to my tutor or
leave it. Did I do something wrong here? Is there something that is my
fault and I'm not aware of it?
                ",PTSD and TRAUMA
"
                    I was involved last November in a car accident while responding to a
volunteer situation.My arm got severely injured. I have had a surgery
and I am due for one in a couple of weeks and another down the track.
All up, I was told it will take me up to two years, with little chance
of regaining full motion. i have lots of trouble accepting the time
frame, and in a way I think the extend of the injuries. I am active and
all of a sudden, I need help for the basic things. i also have trouble
dealing with the volunteering which I can’t do fully. I love that part,
i love the people. Seeing all this and knowing I can’t do it just breaks
me. My husband is part of the organisation too so I can’t disconnect
completely, even for a little while. My husband says “i am not fun”. I
know I have bad and good days, which is normal. This will change me I
know. I know that done things will need to change but I can’t seem to
accept my injury and what it means, not only now but for later.
                ",PTSD and TRAUMA
"
                    I am 33 years old married for 9 years and have 2 beautiful kids. I am
experiencing so void in my married life. My husband is well educated and
hard working guy. He loves his kids and can do anything for them as far
as I know him. Its his behaviour with me, he is always busy working or
on call with his friends. He never touch me or hug me ( he touch me when
we have sex) But like normally he never holds my hand or say anything
that can show his affection towards me. I work full time mostly from
home as my husband but we barely talk. He talk to his friends and family
all day long on phone (not sure if this is normal). when ever we fight
he accuse me of being possessive and say that I do not want him to go
out even say so many mean things eg, ""You are a Zero"", ""you do not have
any friends"", ""you are brainless"" , ""you are not a good wife"", ""you do
not like my family"". But I never have a issue if he go out with his
friends once in a week but my problem is he never ask me to go out with
him we never went to a romantic dinner or just night out after we had
kids. My whole day I work take care of kids , clean the house, make the
meals and sleep ( once in a while we have sex). its not that we never
had good time we do but now its like we are too busy earning money and
saving money that there is no value for emotions. some time I feel like
I do not want to live like that and just kill my self but then I think
about my kids. sometime I cant breath thinking that one day my husband
and I will get divorce. I have spend last 9 years totally dedicated
towards my marriage and kids and I cant loose it. what should I do? is
there anyone out there who can help me ?
                ",PTSD and TRAUMA
"
                    Long story, sorry! Am in such torment. I'm 50 and my mother (now 79) is
a narcissist and emotionally abusive my entire life. My Dad left so it
was just her and I. As a child, I had to pretty much parent myself, her
behaviour was childish and neglectful. As a result of her neglect, I
ended up experiencing trauma at other's hands, several times which only
adds to my PTSD. She provided shelter, meals, clothing, and even gifts
for Xmas/birthdays But couldn't provide love or interest in me. She used
emotional manipulation and a lot of guilting - eg: telling me ""Maybe she
should just kill herself"" if I disagreed with her. If I were upset,
she'd call me a baby and tell me she had it worse her whole life. I
became a perfectionist, trying to be perfect in every way. I became
overly caring with everyone to the point of neglecting myself and my own
needs. Still, due to crushing guilt, I kept her in my life and my
children's lives. She continued to rage at me, in front of them for
silly issues (always when my husband wasn't present). She snooped in my
passwords book and read all my emails in my account, logged into my FB
account from her computer and had access for a year before I realised.
She told me she hadn't felt love for me since I was a child, she mocked
me mercilessly when I cried, mimicking my voice and tears even in front
of my kids. There is so, so much more but too much to write here. Every
now and then she will act nice and send a gift or a card, but whenever I
ask her to acknowledge the hurt she's caused me, she goes silent and she
has never uttered the word sorry in her life, she tells me I am the
disturbed, crazy one and I need help, not her. In 2012 I moved with my
husband and children to Australia (I am from the US) - for a better life
and to be away from her. I have tried to extend olive branches at times,
photos and updates of the kids, trying to visit when back in the US. It
has always ended badly and with me in tears. Nothing I do is ever enough
for her. A visit is ""bad"" because if I don't give her all of my time on
a visit I am horrible. I'm going home for a visit soon. She has had
other email me and bash me for not giving her enough time when I get
home. They don't believe she's abusive and told me I am selfish. Now I
am not seeing her but the guilt is crushing me...to death. She just
wrote that she's 79 and might die soon and I'll be sorry when she is on
her deathbed (she's currently very healthy). But I feel crushing guilt.
Help.
                ",PTSD and TRAUMA
"
                    I have bad anxiety and I constantly have like a knot in my stomach,
everything is magnified 100 per cent and I am in a constant state of
worry it's affecting my sleep terribly does this sound familiar to
anyone?
                ",PTSD and TRAUMA
"
                    Hi all, I’m not sure this is the right topic group but here goes. Ive
had diagnosed anxiety and depression for over a decade and 2 years ago I
moved to rural NSW to start my dream job which I’m exceptionally good
at. I’m 8 weeks post a major operation and have just been cleared to
work part time but come Friday I get an email saying I’ve been accused
of various things at work and have to have a meeting about this. I’ve
called the Union for assistance. My A&D has gone through the roof, I
feel like I’m a total burden on my family as it is and also feel that
I’m being railroaded by my workplace ( which is very toxic as it is ) I
now feel that even if I win to prove my innocence that I’m in a loosing
situation. i think I need to see someone professional about this and
pretty soon to get the A&D under a bit of control before my mind
explodes as it cannot turn it off.
                ",PTSD and TRAUMA
"
                    So. I thought I was lucky. Job I loved. Amazing team working for me.
Made a difference to the company. Smashing it. Finally I was someone my
kids could be proud of. I own my own home. None of this came easy. I
have a really dark past. I used to be someone I didn't like but I grew
up. I didn't let trauma dictate my future or make me be who I could have
become. I put my big girl boots on. I studied doing a bachelor of social
science. With the intention of helping people I ended up in a factory
job as a supervisor due to financial circumstances. There was someone at
work who really needed my help. To give her some hope i even took her on
as my 2ic. I went above and beyond. Anyway they ended up making some
really bad decisions. Im talking fire on the spot call the cops and
child protection. I continued to support for 2 years.So now she wants my
job. Said it to my face in front of someone.All this time later and many
many instances in between I am now in trouble for finally snapping and
saying a few immature words. Yeah I know. Not great on my behalf.(This
is where the trauma and ptsd kicks in).Who knew working with your
abusive nasasitic pathetic excuses of a mother who kicked you out at 14
to have a better life with her boyfriend would suck so much. But now it
looks like she is the flavour of the week and I will be loosing my job
my home everything. All for what. Being kind to someone and trying to
help them out is in my blood. I would probably do it again.The question
now is. Do I be a role model for all the other people and the toxic
place I work and risk losing it all or say my bad suck it up and
continue in a job where I no longer feel safe, appreciate or basically
human.I have gone from being ok to really not ok. I'm not ok I can't
afford to loose my job but I can't let them win. It would crush my sole
and everything I believe in. Oh but the way I have a 11 page file on
everything she has done to me. Team members who have gone to hr telling
them they have been put in danger by her drinking She has a person who
heard me slip upI can't even process what is happening and why work are
supporting her side. I don't know if I have any gas left in te tank. I'm
not after money or to make trouble.I don't want anything but a formal
apology from the company saying sorry for the gross negligence on their
behalf.
                ",PTSD and TRAUMA
"
                    I’ve been diagnosed with PTSD, but not this: when I get super stressed,
i do one (randomly) loud hiccup (and only one) that scares the sh*t out
of anyone around me…can anyone tell me what this may be? I keep
forgetting to ask my GP…
                ",PTSD and TRAUMA
"
                    Hi, Well obviously this my situation. I was hoping to find others here
that might have a similar background to chat with, it can be so hard to
talk about this stuff with non-med people (and I mean no disrespect,
it's just often graffic or upsetting to others). Im a 40 year old female
that has spent the last 10years in the State Trauma Hospital as an
Anaesthetic Technician. My PTSD was brought about after years of
exposure to shocking traumas, deaths, and no support from management. I
would love to hear from anyone that has a similar story, or just wants
to chat. Cheers
                ",PTSD and TRAUMA
"
                    Last year a family member died overseas, and literally no one asked if
they could help me cope with the loss. I just went to a few counselling
sessions but found it unhelpful, and my new job got in the way. My new
job was fast paced and I received no support and was fired. I stayed in
a house for a few months while a family member was overseas and started
thinking about adult content creation as a means to earn money.
Immediately I was used for my money and bullied online for wanting to
get involved. Eventually I was used by an adult content creator for
their own gain and afterwards they rejected me, as did all the others.
Desperate for work I started a stressful new job and quit after a week,
my job agent offered no moral support. Shortly afterwards I decided to
try to get into escorting and it ruined my mental health. Only in the
last 2 weeks I have started to talk about it and a couple of my support
workers have shown no genuine concern. Even one of them gaslighting me,
after they forced me to tell them everything. My job agents have no
concern for my wellbeing and offer me minimum wage jobs with the least
shifts.
                ",PTSD and TRAUMA
"
                    Hi everyone, I experienced a traumatic memory tonight after briefly
watching Ambulance Australia on the TV of something I witnessed years
and years ago... I was very distressed. Having really bizarre and
abnormal thoughts, fidgeting and having cold sweats. I contacted
Lifeline and talked about the memory with one of their counsellors who
agreed that it seemed to be very intense. Then I took my PRN... after a
few minutes it felt like the memory was just being zapped from the
inside out. The noise was becoming quieter, the image started fading out
and it came in short bursts rather than like watching a movie. I guess I
wanted to write this post to let everyone know for the next time that
you're in distress... to have faith in your medication as it can help to
calm you down and may have potentially even saved me from a hospital
admission tonight. Thanks for reading
                ",PTSD and TRAUMA
"
                    Didn’t ever think I’d be writing something like this: but, here we are!
I’ve unfortunately endured several big issue traumas (molestation, rape,
physical/mental abuse, infidelity, as well as work related PTSD from
being an ambo - both on road and in communications).I have been formally
diagnosed with the work related PTSD, but something in me believes I’m
suffering from my past above mentioned crisis’s.Cutting to the chase: I
am now in a fairly great relationship, i am not harmed in any way…but
me, myself has become toxic. He’s never cheated on me. I am always hyper
vigilant of his communications on fb, or should he talk to a female: and
lash out if he does. I’m becoming controlling, and aggressive. I speak
the most venomous and hurtful words - just to get a response. I’m
constantly worried he will leave or cheat - despite his reassurance….and
it’s killing our relationship. I blame him for everything and anything.
I have spoken to my dr who thinks it maybe related to my pain I suffered
from my work related injury-but it’s not. I’m viscous to my friends,
refuse to take calls and have lost half of my family….My fiancé is aware
of my condition, but he’s kinda at a loss as to what to do…I literally
only have two emotions atm: angry or sad….today being my best day is how
I’ve managed to even write this post. I want the happy, goofy,
unsuspicous me back- so bad, cos life at the tmiembtnjust doesn’t seem
worth the effort ….thank you if you’re still reading my little rave…
                ",PTSD and TRAUMA
"
                    I was born into abuse. Not as bad as some, worse then others. I can't
remember loosing my virginity, or who took it but I know I was very
young. I was molested and raped by my family from before I can remember
until the start of my teens. Tried to speak with my mother when I was
very young, I was told boys are boys. Later to keep quiet and that it's
over. Don't break the family. My dad left when I was 11. Overseas,
started a new family. Left us with mum. She was an addict, neglectful
and abusive. She tried to murder me. My brother, my rapist, saved me.
Mum had countless boyfriends. Abusive relationships, both sides. Years
of listening to screaming, physical fights, violent sex and mental
breakdowns. Years of suicide threats and uncontrolled rage, jealousy,
hate. Had two younger sisters I tried to shield. But ran when I was 15.
My sister's both ended up being molested. One by my mother herself.
Ended up in an abusive relationship with my first. 8 years later and 2
girls, I left. Had a good career and beautiful children. Chose to do
better and did. Married my childhood best friend. Wanted a fairytale and
ignored a lot of red flags. Started intensive trauma therapy, after a
year I was given an ultimatum to let him know about my past, be apart of
the therapy or end things. I worked with my therapist for months to get
the courage. Wrote a letter to my mother confronting her. She was still
in my life. They all were. I told him. He said I was disgusting. That he
didn't sign up for my trauma. That he would share my letter on social
media to show the world how f----d up I was. I didn't understand. We had
a little boy and the girls were so happy and loved him deeply as a step
dad, I was a wonderful partner but he thought I was dirty. Used and
broken. So I moved on. I shared my story with my whole family. Put out
into the open everything that had happened, what they had done and the
pain and grief that it has caused me. And I was cut away. Called a liar.
My mum tells people that I had my brother at my wedding, I had him near
my children - my rapist - that I chose it, that I'm a terrible mother,
neglectful, abusive, can't hold together a relationship. Pathetic. A
wh--e. She is dying now. She was diagnosed with advanced MS, with
multiple lesions on her brain. We haven't spoken in years, I'm off
social media, blocked her from all my accounts but occasionally she gets
a message through, just to call me something. Tell me she hates me. It
was my birthday two days ago, she commemorated it by making sure I got a
message calling me awful names, a f--- up, a bad mother. That she is
dying and she'll hate me until the end. Never own it. Never be sorry.
Decades of therapy. Medications. I do so well. Have an amazing job, am a
great mother, a good person. But I have flashbacks and nightmares. I
feel like a can't breathe sometimes. I feel hollow at other times. I
know what it all is. But I'm just sitting here thinking, I'm tired.
Life's been really hard. And I've done a really good job to get here,
for the kids, they're ok. If I died now, theyd be ok. I've set them up
financially, with love, with strength, with each other. I could go and
these episodes... Fighting this battle again the utter worthlessness,
hopelessness and soul wrenching pain will be done. Because I know now it
won't go away. It will always be here. I will never find peace with this
and fighting my mind, finding the strength to choose to continue and
look for happiness is exhausting. I feel like I've fought hard enough
now.
                ",PTSD and TRAUMA
"
                    Hi all! It's been a little while since I've started a new post because
I've been extremely lucky in that everything has been going well.
However I found out on Saturday night that my ex partner is now in jail
and it kind of threw me for a loop. We were together 9 years and he
always battled addiction and obeying the law. In the end his ice
addiction changed him and he became physically and emotionally abusive
towards me, even putting me in hospital twice and cheating on me.
Leaving was hard because I loved the person he was before drugs but it
was the best thing I ever did as the person he became was hurting me a
lot. I don't love him any more and have had no contact since leaving
(about 7 months ago), I have an amazing boyfriend now and have well and
truly moved on from the past but I don't understand my feelings when
finding out about his situation especially because everyone saw it
coming, including me. I feel shocked, sad but also overwhelmed with
relief that I don't have to be the one picking up the pieces for him
while he was in jail. I feel devastated for the person I once knew,
despite the fact that he hadn't been that person for at least 18 months
due to his ice use. His sister has tried to contact me but I don't want
to see his family because I want to leave him and any ties to him in the
past but is that selfish of me? After I left, all I felt was anger and
resentment for him and didn't care at all about what happened to him.
But now that something has happened, I feel sad? And although I feel
sad, I still have no desire at all to make contact with him or see him.
I'm confused about my own emotions which is frustrating. I've been
talking to family and friends about it but everyone seems to think I
should be so happy with him being in jail after what he did to me and of
course, his own actions put him there but I just don't feel happy about
it. Always grateful to be able to vent here : ) Lots of love Gem
                ",PTSD and TRAUMA
"
                    Hi all,I am recognised as having DID. I am still very much in the start
of the process of learning about how we work and and working on
communication, connection etc. I am not pursuing an official diagnosis
as there are already enough issues experienced due to other
conditions/diagnoses. Anyway the point of this post is I am wondering if
any others with DID or OSDD have experienced blocking or distracting
away from switches because you feel like it is 'weak' to 'give in' to a
switch? Previously there has been fear and shame and things like that,
but this seems to be new. We have discussed briefly in therapy, but
didn't come up with any ideas. There is still lots of doubt & denial
being worked through, so perhaps it is related to that? Thanks
                ",PTSD and TRAUMA
"
                    Hello, Seeking help to find appropriate support services in South
Australia. I about 30 years ago I have endured significant violent
trauma. Witnessing violent death perpetrated by strangers. All my life
I've lived with a physical difference in my brain that contributes to
anger, anxiety, depression, learning difficulties and poor adaptation to
change. My brain is physically reactive. As I've gotten older, my
abilities to manage memories has become increasingly difficult,
re-sending events and night terrors. These terrors lead to or contribute
to significant seizures that are causing injuries ranging from milder
ones like bruises to recently fractured vertebra. Does anyone know of a
psychiatriac online or phone service in South Australia or Nationally
who can work with my psychiatrist to help manage issues as they arise?
                ",PTSD and TRAUMA
"
                    Hi, I have written a post before but these images are come more often. I
was given the usual tablets for depression and anxiety and also self
medicated with alcohol, I have not had a drink for 2 weeks and now I’m
have flashbacks of my father abusing me . Im trying to move on from
these but they just keep coming.
                ",PTSD and TRAUMA
"
                    I've posted my issue a week ago and I don't know if it is appropriate to
post another one here, so I'm sorry if I'm doing it wrong. I feel like
I'm going crazy now because my abusers (they are my family members)
contacted my friend in Japan, asking her to talk to them. I know what
they are going to tell her, they are going to tell my friend that I am
crazy and have mental health problem and don't believe me, I know my
friend understands (because she saw some of the things that they did to
me) and but she says she is scared now. I contacted the authority in
Japan but they say I should hire a lawyer. My PTSD symptoms have
skyrocketed ever since, I've already lost so much hair due to all this
and am going bold... my wig is too hot and feel like it's making it
worse... my hair loss making my social anxiety worse too. I don't have
any friends here in Australia, I contacted Grow meeting but no answer...
so lonely and just crying.
                ",PTSD and TRAUMA
"
                    I’ve grown up with trauma my whole life. So many people would comment
you’re such a strong person and so resilient. These people knew most of
my traumas but not all. its true, I am, I was a strong female who had
compassion but never allowed anyone to treat me badly. Yet as a child I
was treated so badly and allowed it. Being manipulated to feel that I
was the problem. I grew up and had great relationship and then found my
husband. We had 2 boys and life was amazing. Then I had my daughter and
the secret trauma I pushed to one side and never told anyone resurfaced
like a tsunami and flash backs began. They influenced me in ways I
couldn’t imagine and I became someone I didn’t know. Constant fear and
dread. You see I was sexually abused by my 2 brothers at a young age. I
never told a sole. My beautiful boys I would now look at as predators.
It’s not there fault but I grew up thinking it was not my brothers
fault. They didn’t know any better. 1 is a bad bad person who we have
all disowned. The other is a manipulative narcissistic person. My other
brother- was my protector. Not perfect but always my protector.the
trauma and flashbacks wouldn’t disappear and my dependency on alcohol
and stimulants surfaced. No one knows. They see me as a strong
independent amazing mum. Which I am but the trauma is eating away. I
confided in my husband and best friend and they have been so supportive
and said it explains so much. Why I continued to allow the manipulator
brother dictate to me. I don’t want to tell anyone else but am stuck in
this merry go round of trauma. I’ve since lost my dad who was my hero
and feel broken. Therapists can’t help. I know it was never my fault. I
was too young to understand. But fear for my daughter 24/7. It’s
crippling. What are some suggestions that have helped others get past
trauma
                ",PTSD and TRAUMA
"
                    Hi, Well obviously this my situation. I was hoping to find others here
that might have a similar background to chat with, it can be so hard to
talk about this stuff with non-med people (and I mean no disrespect,
it's just often graffic or upsetting to others). Im a 40 year old female
that has spent the last 10years in the State Trauma Hospital as an
Anaesthetic Technician. My PTSD was brought about after years of
exposure to shocking traumas, deaths, and no support from management. I
would love to hear from anyone that has a similar story, or just wants
to chat. Cheers
                ",PTSD and TRAUMA
